product_name                       , category         , brand  , model_number, cost_price, competitor_price, stock, demand_score, current_price
Canon CAN-XO012 Earbuds            , Earbuds          , Canon  , CAN-XO012   ,       2767,                 ,     7,           32,          3073
JBL JBL-JA631 Earbuds              , Earbuds          , JBL    , JBL-JA631   ,       6511,                 ,   100,            4,          8438
Canon CAN-WU276 Mobile             , Mobile           , Canon  , CAN-WU276   ,      17205,                 ,    18,           32,         23060
LG LG-ER712 Smartwatch             , Smartwatch       , LG     , LG-ER712    ,      18149,                 ,   128,           63,         20796
Lenovo LEN-IC609 Smart TV          , Smart TV         , Lenovo , LEN-IC609   ,      51852,                 ,    20,           30,         69753
Samsung SAM-FM058 Laptop           , Laptop           , Samsung, SAM-FM058   ,      81481,                 ,   101,           95,         89611
Boat BOA-NS236 Bluetooth Speaker   , Bluetooth Speaker, Boat   , BOA-NS236   ,       9438,                 ,    68,           25,         10277
Samsung SAM-YF480 Mobile           , Mobile           , Samsung, SAM-YF480   ,      32819,                 ,   161,           26,         41542
Lenovo LEN-BO943 Camera            , Camera           , Lenovo , LEN-BO943   ,      47994,                 ,   220,            9,         53092
Samsung SAM-VG003 Bluetooth Speaker, Bluetooth Speaker, Samsung, SAM-VG003   ,      10587,                 ,   133,           83,         14032
JBL JBL-CS515 Laptop               , Laptop           , JBL    , JBL-CS515   ,     106835,                 ,   193,           47,        143844
Canon CAN-QE741 Laptop             , Laptop           , Canon  , CAN-QE741   ,      51475,                 ,   215,           98,         58898
Canon CAN-JL681 Bluetooth Speaker  , Bluetooth Speaker, Canon  , CAN-JL681   ,      14269,                 ,   219,           30,         18527
JBL JBL-KI194 Laptop               , Laptop           , JBL    , JBL-KI194   ,      94615,                 ,   247,           90,        119555
Dell DEL-OZ846 Earbuds             , Earbuds          , Dell   , DEL-OZ846   ,        689,                 ,   162,           52,           872
Dell DEL-PO279 Camera              , Camera           , Dell   , DEL-PO279   ,     124089,                 ,   174,           82,        143246
Dell DEL-ZL379 Earbuds             , Earbuds          , Dell   , DEL-ZL379   ,       5933,                 ,    22,           48,          7322
Samsung SAM-NZ332 Smartwatch       , Smartwatch       , Samsung, SAM-NZ332   ,      12087,                 ,    68,           11,         13969
Dell DEL-AV625 Camera              , Camera           , Dell   , DEL-AV625   ,      47602,                 ,   211,           16,         59038
Canon CAN-YE031 Smartwatch         , Smartwatch       , Canon  , CAN-YE031   ,      25433,                 ,   167,           28,         29185
Canon CAN-GG355 Earbuds            , Earbuds          , Canon  , CAN-GG355   ,       1570,                 ,   200,           20,          1730
Apple APP-SU186 Laptop             , Laptop           , Apple  , APP-SU186   ,      53795,                 ,   246,           87,         72489
Apple APP-PH750 Smartwatch         , Smartwatch       , Apple  , APP-PH750   ,      28215,                 ,     3,           58,         35067
Dell DEL-JV488 Mobile              , Mobile           , Dell   , DEL-JV488   ,      28424,                 ,   142,           63,         31683
Lenovo LEN-WY660 Laptop            , Laptop           , Lenovo , LEN-WY660   ,      96906,                 ,   180,           46,        123937
Samsung SAM-IO361 Smartwatch       , Smartwatch       , Samsung, SAM-IO361   ,      11179,                 ,   203,           17,         14884
LG LG-ZT504 Bluetooth Speaker      , Bluetooth Speaker, LG     , LG-ZT504    ,       1392,                 ,    76,           79,          1790
LG LG-DI475 Camera                 , Camera           , LG     , LG-DI475    ,      65290,                 ,   218,           23,         86323
Apple APP-KL674 Earbuds            , Earbuds          , Apple  , APP-KL674   ,       1966,                 ,   119,           46,          2129
Boat BOA-KO595 Laptop              , Laptop           , Boat   , BOA-KO595   ,      27597,                 ,   244,           72,         30853
Apple APP-GL651 Laptop             , Laptop           , Apple  , APP-GL651   ,      40037,                 ,    29,           78,         46607
LG LG-JE367 Smart TV               , Smart TV         , LG     , LG-JE367    ,      42010,                 ,    24,           40,         49435
Dell DEL-QZ410 Laptop              , Laptop           , Dell   , DEL-QZ410   ,      48383,                 ,   101,           87,         51196
Xiaomi XIA-FJ781 Camera            , Camera           , Xiaomi , XIA-FJ781   ,      68909,                 ,    82,           51,         90098
Xiaomi XIA-YY880 Mobile            , Mobile           , Xiaomi , XIA-YY880   ,      25330,                 ,   200,           28,         32325
Apple APP-HM372 Bluetooth Speaker  , Bluetooth Speaker, Apple  , APP-HM372   ,       6075,                 ,   205,           63,          8168
JBL JBL-TO696 Smartwatch           , Smartwatch       , JBL    , JBL-TO696   ,      18432,                 ,   118,           19,         21038
Samsung SAM-JX520 Bluetooth Speaker, Bluetooth Speaker, Samsung, SAM-JX520   ,       5493,                 ,   180,           61,          6127
Canon CAN-HM906 Laptop             , Laptop           , Canon  , CAN-HM906   ,      76875,                 ,    29,            9,         82945
Lenovo LEN-JC283 Bluetooth Speaker , Bluetooth Speaker, Lenovo , LEN-JC283   ,       7816,                 ,    88,           14,          9305
JBL JBL-ZC385 Smart TV             , Smart TV         , JBL    , JBL-ZC385   ,      31240,                 ,   221,           41,         35612
Xiaomi XIA-NL902 Laptop            , Laptop           , Xiaomi , XIA-NL902   ,      96363,                 ,   219,            8,        103045
HP HP-IK133 Smartwatch             , Smartwatch       , HP     , HP-IK133    ,      17849,                 ,   109,           86,         22317
HP HP-GZ586 Bluetooth Speaker      , Bluetooth Speaker, HP     , HP-GZ586    ,       6374,                 ,   220,           62,          6843
Samsung SAM-YY233 Smart TV         , Smart TV         , Samsung, SAM-YY233   ,      71631,                 ,    34,           11,         75957
Apple APP-SN686 Laptop             , Laptop           , Apple  , APP-SN686   ,      90087,                 ,   212,           21,        115919
Xiaomi XIA-OL364 Smart TV          , Smart TV         , Xiaomi , XIA-OL364   ,      70500,                 ,   100,           67,         79361
Xiaomi XIA-QP621 Laptop            , Laptop           , Xiaomi , XIA-QP621   ,      32851,                 ,   200,           61,         35626
JBL JBL-XL976 Bluetooth Speaker    , Bluetooth Speaker, JBL    , JBL-XL976   ,      14635,                 ,   225,           88,         19180
Sony SON-IO913 Smartwatch          , Smartwatch       , Sony   , SON-IO913   ,      14328,                 ,    86,           47,         15152
Samsung SAM-TW444 Laptop           , Laptop           , Samsung, SAM-TW444   ,     117491,                 ,   173,           47,        155464
Lenovo LEN-YH711 Camera            , Camera           , Lenovo , LEN-YH711   ,      64678,                 ,    25,           52,         79591
Canon CAN-QP652 Camera             , Camera           , Canon  , CAN-QP652   ,     103668,                 ,    20,           51,        114156
Dell DEL-CU184 Mobile              , Mobile           , Dell   , DEL-CU184   ,      36483,                 ,   178,            4,         46940
Dell DEL-EK412 Bluetooth Speaker   , Bluetooth Speaker, Dell   , DEL-EK412   ,      19230,                 ,    27,            4,         23147
Samsung SAM-YY262 Smart TV         , Smart TV         , Samsung, SAM-YY262   ,      50795,                 ,    85,           66,         60766
Apple APP-EY466 Laptop             , Laptop           , Apple  , APP-EY466   ,      42569,                 ,   104,            1,         50736
Boat BOA-XL768 Camera              , Camera           , Boat   , BOA-XL768   ,      57070,                 ,   213,           25,         66891
Dell DEL-KY556 Bluetooth Speaker   , Bluetooth Speaker, Dell   , DEL-KY556   ,       7716,                 ,   217,           27,          9195
Samsung SAM-NL809 Bluetooth Speaker, Bluetooth Speaker, Samsung, SAM-NL809   ,       8815,                 ,   105,           65,          9887
JBL JBL-KT556 Smartwatch           , Smartwatch       , JBL    , JBL-KT556   ,      15728,                 ,   240,           99,         18077
Xiaomi XIA-HK384 Mobile            , Mobile           , Xiaomi , XIA-HK384   ,      36119,                 ,   175,           84,         43014
HP HP-PB518 Smart TV               , Smart TV         , HP     , HP-PB518    ,      26796,                 ,    48,           46,         32452
Apple APP-SC796 Smart TV           , Smart TV         , Apple  , APP-SC796   ,      78557,                 ,   147,           97,        102123
LG LG-KL157 Laptop                 , Laptop           , LG     , LG-KL157    ,      41724,                 ,   191,           62,         49299
Boat BOA-CI671 Laptop              , Laptop           , Boat   , BOA-CI671   ,      56337,                 ,   125,            9,         64114
Apple APP-CS607 Bluetooth Speaker  , Bluetooth Speaker, Apple  , APP-CS607   ,       6463,                 ,    40,           17,          6955
JBL JBL-PE501 Bluetooth Speaker    , Bluetooth Speaker, JBL    , JBL-PE501   ,       1855,                 ,    58,           39,          2243
Canon CAN-WW117 Earbuds            , Earbuds          , Canon  , CAN-WW117   ,        682,                 ,   140,           64,           894
LG LG-IS921 Mobile                 , Mobile           , LG     , LG-IS921    ,      21114,                 ,   138,           77,         22453
Xiaomi XIA-AT044 Laptop            , Laptop           , Xiaomi , XIA-AT044   ,      84518,                 ,     0,           40,         95709
Samsung SAM-PM264 Camera           , Camera           , Samsung, SAM-PM264   ,      76035,                 ,    71,           72,         96485
Apple APP-PA826 Smart TV           , Smart TV         , Apple  , APP-PA826   ,      80348,                 ,    11,           61,        101576
Xiaomi XIA-BD608 Camera            , Camera           , Xiaomi , XIA-BD608   ,     149393,                 ,   152,           91,        189193
Canon CAN-VH904 Bluetooth Speaker  , Bluetooth Speaker, Canon  , CAN-VH904   ,      14654,                 ,   174,           87,         18541
Sony SON-RP657 Laptop              , Laptop           , Sony   , SON-RP657   ,      28760,                 ,    81,           18,         35407
Boat BOA-TJ073 Laptop              , Laptop           , Boat   , BOA-TJ073   ,      94569,                 ,   160,           36,        118172
Apple APP-TV041 Smart TV           , Smart TV         , Apple  , APP-TV041   ,      36977,                 ,   238,           28,         39849
HP HP-IK220 Camera                 , Camera           , HP     , HP-IK220    ,     114239,                 ,   224,           76,        145695
Lenovo LEN-NC767 Smartwatch        , Smartwatch       , Lenovo , LEN-NC767   ,      14641,                 ,    40,           39,         16783
HP HP-LW256 Bluetooth Speaker      , Bluetooth Speaker, HP     , HP-LW256    ,       6889,                 ,   104,           74,          8615
Canon CAN-ON641 Laptop             , Laptop           , Canon  , CAN-ON641   ,      76649,                 ,   204,           10,        100901
Xiaomi XIA-SZ006 Smartwatch        , Smartwatch       , Xiaomi , XIA-SZ006   ,      12101,                 ,   117,           73,         15015
Xiaomi XIA-UZ435 Mobile            , Mobile           , Xiaomi , XIA-UZ435   ,      23154,                 ,   154,            2,         29340
Xiaomi XIA-AF273 Bluetooth Speaker , Bluetooth Speaker, Xiaomi , XIA-AF273   ,       2628,                 ,   143,           94,          2811
JBL JBL-IA637 Smartwatch           , Smartwatch       , JBL    , JBL-IA637   ,       9439,                 ,   168,           12,         12232
Samsung SAM-VF894 Smartwatch       , Smartwatch       , Samsung, SAM-VF894   ,      21850,                 ,    54,           45,         25884
Samsung SAM-QM685 Smart TV         , Smart TV         , Samsung, SAM-QM685   ,      87534,                 ,   212,           62,         93059
Boat BOA-UK782 Earbuds             , Earbuds          , Boat   , BOA-UK782   ,       4644,                 ,   152,           23,          5177
Lenovo LEN-IN267 Bluetooth Speaker , Bluetooth Speaker, Lenovo , LEN-IN267   ,      18815,                 ,    27,           21,         23437
Dell DEL-BD833 Camera              , Camera           , Dell   , DEL-BD833   ,     136251,                 ,   118,           73,        170571
Sony SON-OK587 Smartwatch          , Smartwatch       , Sony   , SON-OK587   ,       7020,                 ,    29,           60,          9185
Dell DEL-SH083 Bluetooth Speaker   , Bluetooth Speaker, Dell   , DEL-SH083   ,      11081,                 ,   194,           28,         12912
HP HP-FH177 Camera                 , Camera           , HP     , HP-FH177    ,      54758,                 ,    22,           75,         69970
Boat BOA-NU913 Mobile              , Mobile           , Boat   , BOA-NU913   ,      16233,                 ,   117,          100,         18846
JBL JBL-II709 Smart TV             , Smart TV         , JBL    , JBL-II709   ,      65734,                 ,   155,           37,         79111
Lenovo LEN-ZF038 Smartwatch        , Smartwatch       , Lenovo , LEN-ZF038   ,      19390,                 ,    55,           65,         21188
Samsung SAM-IB883 Mobile           , Mobile           , Samsung, SAM-IB883   ,      33840,                 ,    18,           29,         45142
Apple APP-NR353 Mobile             , Mobile           , Apple  , APP-NR353   ,      23297,                 ,   170,           95,         28913
Dell DEL-FH576 Laptop              , Laptop           , Dell   , DEL-FH576   ,      36738,                 ,    48,           38,         43089
Sony SON-EC951 Earbuds             , Earbuds          , Sony   , SON-EC951   ,       1075,                 ,   161,           48,          1324
Dell DEL-OH985 Smartwatch          , Smartwatch       , Dell   , DEL-OH985   ,      23083,                 ,   229,           65,         28255
Apple APP-IX500 Laptop             , Laptop           , Apple  , APP-IX500   ,      42438,                 ,   108,           50,         53322
Samsung SAM-CB415 Bluetooth Speaker, Bluetooth Speaker, Samsung, SAM-CB415   ,       7980,                 ,    87,           59,          8925
Lenovo LEN-VS638 Smartwatch        , Smartwatch       , Lenovo , LEN-VS638   ,      25602,                 ,   153,           27,         27925
Lenovo LEN-VC975 Bluetooth Speaker , Bluetooth Speaker, Lenovo , LEN-VC975   ,       8597,                 ,   191,           91,          9106
Boat BOA-CI674 Mobile              , Mobile           , Boat   , BOA-CI674   ,      31833,                 ,     5,           59,         37201
Sony SON-WQ936 Laptop              , Laptop           , Sony   , SON-WQ936   ,      78161,                 ,   124,           37,        103174
Dell DEL-UW404 Bluetooth Speaker   , Bluetooth Speaker, Dell   , DEL-UW404   ,       7313,                 ,    34,           87,          8500
Boat BOA-LE761 Earbuds             , Earbuds          , Boat   , BOA-LE761   ,       7289,                 ,   200,           29,          8971
LG LG-VU367 Mobile                 , Mobile           , LG     , LG-VU367    ,      26538,                 ,   243,           17,         35516
Boat BOA-KK659 Smartwatch          , Smartwatch       , Boat   , BOA-KK659   ,      29732,                 ,    21,           68,         39877
Apple APP-IV574 Smart TV           , Smart TV         , Apple  , APP-IV574   ,      47716,                 ,    48,           13,         52308
Dell DEL-OG609 Camera              , Camera           , Dell   , DEL-OG609   ,      91449,                 ,    52,           87,        100639
Boat BOA-CP304 Smartwatch          , Smartwatch       , Boat   , BOA-CP304   ,      20330,                 ,    97,           32,         23518
LG LG-BC873 Earbuds                , Earbuds          , LG     , LG-BC873    ,       3680,                 ,   240,           85,          4078
Lenovo LEN-RC889 Smart TV          , Smart TV         , Lenovo , LEN-RC889   ,      63949,                 ,    20,           44,         80141
Samsung SAM-TR426 Bluetooth Speaker, Bluetooth Speaker, Samsung, SAM-TR426   ,       1138,                 ,   242,            1,          1385
Xiaomi XIA-FW276 Smart TV          , Smart TV         , Xiaomi , XIA-FW276   ,      50654,                 ,   226,           13,         55301
Dell DEL-ZP658 Smart TV            , Smart TV         , Dell   , DEL-ZP658   ,      78478,                 ,   227,           51,        101631
HP HP-BX905 Camera                 , Camera           , HP     , HP-BX905    ,      70568,                 ,    81,           86,         89647
Apple APP-WW273 Earbuds            , Earbuds          , Apple  , APP-WW273   ,       6380,                 ,    18,           37,          8215
LG LG-KL211 Earbuds                , Earbuds          , LG     , LG-KL211    ,       1498,                 ,    27,            5,          1750
LG LG-VJ428 Smartwatch             , Smartwatch       , LG     , LG-VJ428    ,      28232,                 ,   117,           19,         35664
Sony SON-AQ186 Laptop              , Laptop           , Sony   , SON-AQ186   ,     100774,                 ,   116,           98,        134957
Apple APP-DU886 Laptop             , Laptop           , Apple  , APP-DU886   ,      49842,                 ,    46,           12,         57619
Canon CAN-EN543 Smart TV           , Smart TV         , Canon  , CAN-EN543   ,      48308,                 ,   230,           92,         61532
LG LG-PP825 Laptop                 , Laptop           , LG     , LG-PP825    ,      32684,                 ,    19,           41,         42105
JBL JBL-OA043 Smart TV             , Smart TV         , JBL    , JBL-OA043   ,      86093,                 ,    69,           17,         91287
Boat BOA-ZC758 Smartwatch          , Smartwatch       , Boat   , BOA-ZC758   ,       3882,                 ,    47,           52,          4614
HP HP-MC804 Camera                 , Camera           , HP     , HP-MC804    ,     110071,                 ,   182,          100,        131818
Lenovo LEN-YC673 Bluetooth Speaker , Bluetooth Speaker, Lenovo , LEN-YC673   ,       8269,                 ,   189,           88,          9978
Dell DEL-NA495 Mobile              , Mobile           , Dell   , DEL-NA495   ,       8454,                 ,   202,           64,          9857
LG LG-JZ216 Earbuds                , Earbuds          , LG     , LG-JZ216    ,       3308,                 ,   208,           51,          3832
HP HP-SO041 Smartwatch             , Smartwatch       , HP     , HP-SO041    ,      25452,                 ,    81,           92,         34213
Lenovo LEN-ZV620 Mobile            , Mobile           , Lenovo , LEN-ZV620   ,      24354,                 ,   238,            4,         29970
Apple APP-WH128 Smartwatch         , Smartwatch       , Apple  , APP-WH128   ,      12094,                 ,    47,           73,         16167
Apple APP-PX763 Mobile             , Mobile           , Apple  , APP-PX763   ,      40631,                 ,    80,           81,         53071
HP HP-UG150 Laptop                 , Laptop           , HP     , HP-UG150    ,      87320,                 ,    71,           19,         99503
Sony SON-PV874 Mobile              , Mobile           , Sony   , SON-PV874   ,      27826,                 ,    12,           47,         32959
Xiaomi XIA-RS158 Smart TV          , Smart TV         , Xiaomi , XIA-RS158   ,      44045,                 ,   246,           80,         49164
Lenovo LEN-GV044 Mobile            , Mobile           , Lenovo , LEN-GV044   ,      39905,                 ,    92,           86,         47608
JBL JBL-GR325 Smart TV             , Smart TV         , JBL    , JBL-GR325   ,      56674,                 ,    41,           64,         71282
Samsung SAM-HU335 Smart TV         , Smart TV         , Samsung, SAM-HU335   ,      20276,                 ,   193,           41,         23471
Apple APP-XQ949 Mobile             , Mobile           , Apple  , APP-XQ949   ,      21906,                 ,    56,           94,         24386
HP HP-IG063 Camera                 , Camera           , HP     , HP-IG063    ,      71622,                 ,   113,            8,         96486
Lenovo LEN-TT513 Camera            , Camera           , Lenovo , LEN-TT513   ,      99761,                 ,    70,           30,        129543
Sony SON-IA004 Bluetooth Speaker   , Bluetooth Speaker, Sony   , SON-IA004   ,      11886,                 ,    35,           25,         12637
Apple APP-RJ720 Smartwatch         , Smartwatch       , Apple  , APP-RJ720   ,      12764,                 ,    36,           13,         16237
Apple APP-BP825 Smartwatch         , Smartwatch       , Apple  , APP-BP825   ,      12959,                 ,   187,           73,         17250
Apple APP-CP376 Mobile             , Mobile           , Apple  , APP-CP376   ,      17390,                 ,    34,           66,         22873
Sony SON-XS249 Camera              , Camera           , Sony   , SON-XS249   ,      92064,                 ,   205,            4,        116640
Boat BOA-XH497 Bluetooth Speaker   , Bluetooth Speaker, Boat   , BOA-XH497   ,       9605,                 ,    74,           99,         10155
HP HP-EB733 Earbuds                , Earbuds          , HP     , HP-EB733    ,       4155,                 ,   187,           77,          4501
HP HP-YG449 Mobile                 , Mobile           , HP     , HP-YG449    ,      16207,                 ,    60,           83,         17368
LG LG-EM172 Smartwatch             , Smartwatch       , LG     , LG-EM172    ,       8242,                 ,    65,           40,         10802
Apple APP-XS105 Bluetooth Speaker  , Bluetooth Speaker, Apple  , APP-XS105   ,       6776,                 ,   233,           16,          8132
Boat BOA-AM600 Earbuds             , Earbuds          , Boat   , BOA-AM600   ,       7855,                 ,   217,           13,          8589
HP HP-DI307 Smart TV               , Smart TV         , HP     , HP-DI307    ,      83671,                 ,    33,           39,         95266
Boat BOA-MK780 Camera              , Camera           , Boat   , BOA-MK780   ,      83487,                 ,   119,           55,         94987
Samsung SAM-JR715 Laptop           , Laptop           , Samsung, SAM-JR715   ,      83394,                 ,   230,           53,         88114
Dell DEL-RK690 Earbuds             , Earbuds          , Dell   , DEL-RK690   ,       4378,                 ,   232,           30,          4893
Dell DEL-CL761 Smartwatch          , Smartwatch       , Dell   , DEL-CL761   ,       3436,                 ,   146,           53,          3642
LG LG-RH316 Mobile                 , Mobile           , LG     , LG-RH316    ,      29864,                 ,    30,           81,         38162
Apple APP-XL100 Smart TV           , Smart TV         , Apple  , APP-XL100   ,      36566,                 ,   189,           74,         43913
Xiaomi XIA-MB535 Smartwatch        , Smartwatch       , Xiaomi , XIA-MB535   ,      18369,                 ,    53,           52,         23814
Boat BOA-ZA337 Camera              , Camera           , Boat   , BOA-ZA337   ,      40235,                 ,    13,           50,         50486
Apple APP-FR598 Smart TV           , Smart TV         , Apple  , APP-FR598   ,      36237,                 ,   151,           79,         46990
Sony SON-TG074 Smartwatch          , Smartwatch       , Sony   , SON-TG074   ,      16333,                 ,     3,           77,         19909
Boat BOA-XQ260 Mobile              , Mobile           , Boat   , BOA-XQ260   ,      11590,                 ,    11,           31,         14675
Samsung SAM-XV068 Bluetooth Speaker, Bluetooth Speaker, Samsung, SAM-XV068   ,      13237,                 ,   247,           98,         17401
Apple APP-CP602 Mobile             , Mobile           , Apple  , APP-CP602   ,      13016,                 ,    78,           57,         16590
Lenovo LEN-KD653 Earbuds           , Earbuds          , Lenovo , LEN-KD653   ,       5586,                 ,    92,           26,          6182
Xiaomi XIA-TP311 Camera            , Camera           , Xiaomi , XIA-TP311   ,      65961,                 ,    37,           81,         74723
Sony SON-SO490 Smart TV            , Smart TV         , Sony   , SON-SO490   ,      47990,                 ,     7,           41,         58786
Lenovo LEN-PU040 Mobile            , Mobile           , Lenovo , LEN-PU040   ,      41205,                 ,   120,           64,         46316
Apple APP-SP267 Laptop             , Laptop           , Apple  , APP-SP267   ,      95812,                 ,   120,           65,        127359
Sony SON-FQ549 Smart TV            , Smart TV         , Sony   , SON-FQ549   ,      52402,                 ,   161,           44,         63903
Samsung SAM-PS608 Smartwatch       , Smartwatch       , Samsung, SAM-PS608   ,       8571,                 ,   142,           51,         11028
Dell DEL-KO199 Earbuds             , Earbuds          , Dell   , DEL-KO199   ,       2688,                 ,   197,           56,          3163
Dell DEL-WZ546 Smartwatch          , Smartwatch       , Dell   , DEL-WZ546   ,      25475,                 ,   144,           58,         31908
HP HP-BC189 Laptop                 , Laptop           , HP     , HP-BC189    ,      64129,                 ,    59,           91,         78198
Sony SON-EX032 Smart TV            , Smart TV         , Sony   , SON-EX032   ,      64760,                 ,   137,           47,         81672
Dell DEL-QX410 Earbuds             , Earbuds          , Dell   , DEL-QX410   ,       4618,                 ,   234,           13,          5201
Sony SON-EA502 Smartwatch          , Smartwatch       , Sony   , SON-EA502   ,      28504,                 ,    10,           17,         32310
Canon CAN-PK782 Smart TV           , Smart TV         , Canon  , CAN-PK782   ,      74040,                 ,    20,           84,         84362
Dell DEL-FG418 Mobile              , Mobile           , Dell   , DEL-FG418   ,      11842,                 ,    41,           17,         14722
Boat BOA-PB426 Mobile              , Mobile           , Boat   , BOA-PB426   ,      23508,                 ,   102,           28,         28199
LG LG-JL132 Laptop                 , Laptop           , LG     , LG-JL132    ,      50599,                 ,    46,           18,         59697
Sony SON-AO214 Earbuds             , Earbuds          , Sony   , SON-AO214   ,       6593,                 ,   104,           71,          8447
Sony SON-TF217 Smart TV            , Smart TV         , Sony   , SON-TF217   ,      22257,                 ,    99,           31,         27056
Sony SON-PO245 Smartwatch          , Smartwatch       , Sony   , SON-PO245   ,      18233,                 ,    72,           38,         20304
Xiaomi XIA-PV277 Camera            , Camera           , Xiaomi , XIA-PV277   ,     133581,                 ,   224,          100,        175531
Xiaomi XIA-IP851 Laptop            , Laptop           , Xiaomi , XIA-IP851   ,     101396,                 ,   236,           34,        129402
Samsung SAM-KB975 Smartwatch       , Smartwatch       , Samsung, SAM-KB975   ,      23360,                 ,     6,           36,         25485
JBL JBL-KV604 Smart TV             , Smart TV         , JBL    , JBL-KV604   ,      67377,                 ,    69,           44,         85644
JBL JBL-TS423 Mobile               , Mobile           , JBL    , JBL-TS423   ,      25604,                 ,    53,           54,         32124
Lenovo LEN-ZA614 Laptop            , Laptop           , Lenovo , LEN-ZA614   ,      79336,                 ,   234,           99,        104490
Canon CAN-AL784 Smartwatch         , Smartwatch       , Canon  , CAN-AL784   ,      20932,                 ,   117,           54,         22343
Dell DEL-QS063 Camera              , Camera           , Dell   , DEL-QS063   ,      77507,                 ,    73,           46,         83704
Dell DEL-NH766 Bluetooth Speaker   , Bluetooth Speaker, Dell   , DEL-NH766   ,      19199,                 ,    80,          100,         24987
Xiaomi XIA-UC870 Smartwatch        , Smartwatch       , Xiaomi , XIA-UC870   ,       7493,                 ,   152,            3,          8797
Dell DEL-XC363 Bluetooth Speaker   , Bluetooth Speaker, Dell   , DEL-XC363   ,       3158,                 ,    11,           54,          3628
Lenovo LEN-OB729 Laptop            , Laptop           , Lenovo , LEN-OB729   ,      79131,                 ,   170,           25,         83323
JBL JBL-CM959 Laptop               , Laptop           , JBL    , JBL-CM959   ,      26401,                 ,   229,           65,         31831
Xiaomi XIA-IX540 Laptop            , Laptop           , Xiaomi , XIA-IX540   ,      45307,                 ,    15,           47,         53755
Dell DEL-LN845 Earbuds             , Earbuds          , Dell   , DEL-LN845   ,       3012,                 ,   185,           76,          3633
JBL JBL-XL366 Camera               , Camera           , JBL    , JBL-XL366   ,      18866,                 ,   169,           59,         23065
Xiaomi XIA-XL082 Mobile            , Mobile           , Xiaomi , XIA-XL082   ,      36116,                 ,   223,           96,         40799
Apple APP-EC112 Mobile             , Mobile           , Apple  , APP-EC112   ,      23908,                 ,    54,           58,         27554
Samsung SAM-HZ513 Bluetooth Speaker, Bluetooth Speaker, Samsung, SAM-HZ513   ,      19950,                 ,   125,           12,         23030
Lenovo LEN-AE088 Smart TV          , Smart TV         , Lenovo , LEN-AE088   ,      66607,                 ,   116,          100,         81289
Lenovo LEN-IP674 Smartwatch        , Smartwatch       , Lenovo , LEN-IP674   ,      20356,                 ,   110,           51,         27323
JBL JBL-VL317 Bluetooth Speaker    , Bluetooth Speaker, JBL    , JBL-VL317   ,      19591,                 ,   224,           87,         25851
HP HP-FJ281 Laptop                 , Laptop           , HP     , HP-FJ281    ,      72832,                 ,    44,           86,         82834
Boat BOA-YQ151 Earbuds             , Earbuds          , Boat   , BOA-YQ151   ,       5678,                 ,   194,           29,          6477
Lenovo LEN-UE195 Laptop            , Laptop           , Lenovo , LEN-UE195   ,      27204,                 ,   155,           77,         30576
HP HP-JF769 Smart TV               , Smart TV         , HP     , HP-JF769    ,      53870,                 ,   171,           90,         57528
Dell DEL-LZ510 Laptop              , Laptop           , Dell   , DEL-LZ510   ,      46607,                 ,   132,           56,         62118
Sony SON-YY195 Smart TV            , Smart TV         , Sony   , SON-YY195   ,      81215,                 ,   232,           17,         87117
Dell DEL-QH897 Smartwatch          , Smartwatch       , Dell   , DEL-QH897   ,       8690,                 ,   198,           57,         11016
Lenovo LEN-DO946 Smartwatch        , Smartwatch       , Lenovo , LEN-DO946   ,       3025,                 ,    44,           83,          3945
Boat BOA-XD534 Bluetooth Speaker   , Bluetooth Speaker, Boat   , BOA-XD534   ,       9652,                 ,   103,           68,         12483
Xiaomi XIA-LC065 Camera            , Camera           , Xiaomi , XIA-LC065   ,      22006,                 ,   234,           65,         27556
HP HP-FC869 Laptop                 , Laptop           , HP     , HP-FC869    ,      58840,                 ,   101,           88,         78505
LG LG-FI699 Smartwatch             , Smartwatch       , LG     , LG-FI699    ,      26989,                 ,    46,           31,         32143
LG LG-DW332 Earbuds                , Earbuds          , LG     , LG-DW332    ,       7132,                 ,    25,            5,          8964
HP HP-ZW074 Earbuds                , Earbuds          , HP     , HP-ZW074    ,       6439,                 ,   247,           54,          7205
Boat BOA-HU948 Smart TV            , Smart TV         , Boat   , BOA-HU948   ,      47045,                 ,    14,           96,         56872
Canon CAN-PD395 Laptop             , Laptop           , Canon  , CAN-PD395   ,      46625,                 ,   196,            6,         58462
Apple APP-YP306 Earbuds            , Earbuds          , Apple  , APP-YP306   ,       7961,                 ,   189,           82,         10576
LG LG-EM591 Earbuds                , Earbuds          , LG     , LG-EM591    ,       7357,                 ,   222,           94,          8122
LG LG-HM835 Camera                 , Camera           , LG     , LG-HM835    ,     111258,                 ,    92,            8,        122353
JBL JBL-TF713 Smart TV             , Smart TV         , JBL    , JBL-TF713   ,      20492,                 ,   160,           81,         21823
Lenovo LEN-MQ844 Bluetooth Speaker , Bluetooth Speaker, Lenovo , LEN-MQ844   ,       7474,                 ,    10,           95,          9626
Lenovo LEN-GD290 Bluetooth Speaker , Bluetooth Speaker, Lenovo , LEN-GD290   ,      14979,                 ,   168,           16,         18689
Dell DEL-PO864 Bluetooth Speaker   , Bluetooth Speaker, Dell   , DEL-PO864   ,      13867,                 ,    47,           56,         18518
